mntl_bh_p_me_2_rate_3_11_7_13, area_code, hypertens_me_2_rate_3_11_7_13
14.6763064233867,205021085,9.72110150031095
14.6763064233867,205021086,9.72110150031095
14.0202721464346,205031087,9.92046605340497
null,205031088,null
14.0202721464346,205031089,9.92046605340497
14.0202721464346,205031090,9.92046605340497
12.8118992652516,215031401,9.14299887839347
12.8118992652516,215031402,9.14299887839347
9.84832706921606,210051248,9.85234968743266
13.3130282165753,205031091,9.57333847930735
14.0202721464346,205031092,9.92046605340497
15.3534401790454,205031093,9.7197598944641
14.2846502395673,205041094,10.2693493629769
17.0374248009814,205041095,9.88830216519976
17.0374248009814,205041096,9.88830216519976
13.7365651799944,205041097,9.89853489051571
9.99011857240313,213011340,9.89976034266938
11.8089874239299,206051130,9.69951419601838
13.7365651799944,205041098,9.89853489051571
13.6473110504783,205051099,10.7347258285524
14.6018909215023,205051100,10.0410590232774
13.6473110504783,205051101,10.7347258285524
13.6473110504783,205051102,10.7347258285524
14.9028453830189,205051103,10.0941175775534
14.6018909215023,205051104,10.0410590232774
12.3742200845396,201011001,10.5152190383488
12.4126842207351,206011105,9.59805868108323
12.4126842207351,206011106,9.59805868108323
11.5271500857748,208021180,10.064359928842
10.9552657667492,213011339,9.93708284787204
12.6781353315652,208021181,9.80586803142174
13.7828970235606,206031115,9.95690474417735
13.0201617410582,213021341,9.20619036269783
11.8350423261961,213021342,10.3956750961092
14.5084064943956,206041118,10.1364944516585
13.1225909781469,208031187,9.80110162085203
16.3279993971593,201011008,10.4843444258242
12.3361987247343,201021009,10.2202366974546
14.5357051091054,201021010,9.79951132802183
14.1435793027396,201021011,9.89850208258098
12.3361987247343,201021012,10.2202366974546
14.9358912620681,201031013,9.77684303002517
14.9358912620681,201031014,9.77684303002517
12.0445603332079,201031015,10.0405656660308
13.6186781002329,202011021,9.92214429734948
15.7068994484411,202011022,9.59787350866029
9.38825089729501,202011023,10.7132528546818
10.88499579653,202011024,10.4883301350451
13.6342183488679,206041119,9.84367738097337
12.1839573792921,206041120,10.1693828813486
11.4410198187936,212031305,10.4915702485202
13.6342183488679,206041125,9.84367738097337
13.1553770228675,206061135,9.56925125686388
9.85517896600477,212031306,10.6442365037951
11.9013833344494,211051282,10.2799836890947
13.2519331641086,206061136,10.0142898380964
14.8354509734939,201011002,9.65680530805624
12.2440341096674,208031183,10.3387016474308
15.9794641009348,203031051,10.0132226173152
13.6186781002329,202011025,9.92214429734948
11.5009001701352,202021026,10.0952373339165
11.8497412660362,206011108,9.87779815912214
13.5391596745111,201011003,9.28115931823018
12.2397908651956,203011034,10.1974401481815
12.2397908651956,203011035,10.1974401481815
12.2397908651956,203011036,10.1974401481815
16.1198162821617,201011004,9.66148572545018
12.3742200845396,201011005,10.5152190383488
16.1198162821617,201011006,9.66148572545018
12.3742200845396,201011007,10.5152190383488
16.7351744166202,201031016,9.70232656763674
14.9358912620681,201031017,9.77684303002517
13.7483392842932,206071141,9.55531950043031
16.5468232403107,202011018,10.2214745834979
13.7483392842932,206071142,9.55531950043031
15.7805265852217,202011019,10.1858180459948
11.9111609556359,203021046,9.85763699513895
11.9394017752631,203021047,9.42781900612557
13.6186781002329,202011020,9.92214429734948
12.4921968889095,203031052,9.81985704799185
12.2495883952206,203031053,9.99297814656644
13.4929487713885,204011054,9.69107627500209
13.4929487713885,204011055,9.69107627500209
13.68750017923,204011056,9.82630292416181
12.5495242894709,204011057,10.4117353186296
13.9771395702428,202021027,9.80667687051446
13.9771395702428,202021028,9.80667687051446
15.4277339345707,202021029,9.85445090568456
14.1864462049806,202021030,9.81563290294237
11.9391480433033,202021031,10.1625389487576
12.7385194113258,202031032,9.73225469475521
14.481666461811,202031033,9.65477047104009
14.1846450741181,203021037,9.41718558777818
17.4383806798693,203021038,11.141735794677
13.4929487713885,204011058,9.69107627500209
15.9832483834042,204011059,10.1689257427087
14.1846450741181,203021039,9.41718558777818
12.1819345624806,204011060,10.7481295752051
13.4929487713885,204011061,9.69107627500209
13.68750017923,204011062,9.82630292416181
15.4808122964786,204021063,9.49542546661493
12.6992608875132,204021064,9.88805630409156
12.4730600924388,204021065,9.8168577857379
15.175091937867,204021066,9.49756803302623
12.6992608875132,204021067,9.88805630409156
13.2700657988242,203021040,10.5925548752642
14.4371305471411,204031071,9.57079115275097
12.8149329565279,204031072,9.58326881501688
15.1822899159865,204031073,10.80048126867
15.1822899159865,204031074,10.80048126867
11.2355093138715,204031075,9.77186712081372
12.5972474588292,203021041,10.1044664040335
14.0314433181276,205011076,9.76378812036295
13.0415972947843,205011077,8.66985108353208
13.0415972947843,205011078,8.66985108353208
11.9111609556359,203021042,9.85763699513895
12.170342174591,203021043,10.3993397905147
13.0415972947843,205011079,8.66985108353208
14.6763064233867,205021080,9.72110150031095
15.2231288033987,205021081,10.1160218722871
14.6763064233867,205021082,9.72110150031095
15.2231288033987,205021083,10.1160218722871
12.0980280497382,203021044,10.0375904284334
15.8100587942858,203021045,9.8648560609153
15.2231288033987,205021084,10.1160218722871
14.0191603611443,203031048,9.79395617329215
12.2495883952206,203031049,9.99297814656644
12.4921968889095,203031050,9.81985704799185
12.3615756917789,204031068,9.79522029230388
12.8149329565279,204031069,9.58326881501688
12.3615756917789,204031070,9.79522029230388
12.1417299890695,206011107,10.0877686791313
10.8476091904633,211031265,11.16851794022
12.1417299890695,206011109,10.0877686791313
12.0961187481601,206021112,10.1812615778386
11.6019245158867,206021110,9.72908093096882
10.8476091904633,211031268,11.16851794022
11.6019245158867,206021111,9.72908093096882
12.002485012011,208011170,8.99970437857615
14.5084064943956,206041126,10.1364944516585
12.1839573792921,206041121,10.1693828813486
11.7548837746627,206031113,10.0164430414062
14.5084064943956,206041127,10.1364944516585
11.6998331676985,206031114,9.80792252846057
11.6998331676985,206031116,9.80792252846057
16.5210741529394,206041117,11.3001668076005
17.0454354705446,206041122,10.4545938246283
12.33562496888,208011171,9.71686613749441
13.2717642602838,206051128,9.77745080655289
13.936369686315,206041123,10.8370407215533
15.5023409442142,206041124,10.9478428100332
13.7120275333774,206051129,10.1162822237874
11.8089874239299,206051131,9.69951419601838
12.5402933285739,206051132,9.7734201639963
12.7795642102151,206051133,9.5033968843843
12.7795642102151,206051134,9.5033968843843
13.2519331641086,206061137,10.0142898380964
13.1553770228675,206061138,9.56925125686388
12.4915185895161,206071143,9.74416053356975
12.1861995419201,206071144,9.76001691932943
11.4859637008653,206071145,9.73880042861658
11.4859637008653,206071139,9.73880042861658
12.4915185895161,206071140,9.74416053356975
11.7853478879172,207011147,9.58095764000204
11.6462029507168,207011149,8.43340899058481
10.9325672764048,207011146,9.90060075213584
13.1180406063652,207011152,9.90489847829683
12.5805903683975,207011153,9.60345678184416
11.7853478879172,207011148,9.58095764000204
11.6462029507168,207011155,8.43340899058481
10.1415465936144,207021160,9.30873670300829
11.3937370651487,207011150,10.3276490343978
13.1180406063652,207011151,9.90489847829683
11.9008471483857,207021156,10.2085071202443
11.9008471483857,207021157,10.2085071202443
12.1394296902202,207021158,9.43544843328695
10.1415465936144,207021159,9.30873670300829
12.2823817434707,207031161,9.5618635839575
12.5805903683975,207011154,9.60345678184416
12.2823817434707,207031162,9.5618635839575
13.2405103940635,207031163,9.76848552859705
11.9198143762581,207031167,9.64732408186221
14.4933400166168,207031165,10.3350199811873
13.2405103940635,207031164,9.76848552859705
14.4933400166168,207031166,10.3350199811873
11.9413789651797,208011168,10.3654385952949
11.3033745649659,212041313,9.8621638559362
12.002485012011,208011169,8.99970437857615
12.5367935467114,208011172,10.0772154102066
12.0913737467363,208021174,10.7073569583018
17.2891386749079,214011372,10.0489573648657
12.0913737467363,208021175,10.7073569583018
12.2440341096674,208031184,10.3387016474308
11.9413789651797,208011173,10.3654385952949
15.1653887885485,215011392,9.83037049621829
13.78052702964,215011393,9.19158246326141
13.78052702964,215011394,9.19158246326141
13.5839357148654,208021176,9.90237613929174
12.3559047980352,208021179,9.79848747464015
13.5839357148654,208021182,9.90237613929174
12.8118992652516,215031400,9.14299887839347
11.7408958890175,208021177,9.47592828228783
11.7408958890175,208021178,9.47592828228783
11.9179185504395,215021395,9.87521481870285
13.0172664299102,215021396,9.77575014069129
15.7818359900133,215021397,9.78686548773874
11.9179185504395,215021398,9.87521481870285
14.9019547230292,215021399,9.7119162267952
12.4514657284856,208031185,10.1752725677639
13.1225909781469,208031186,9.80110162085203
14.0839060226619,215031403,9.82451026464653
12.9859581818101,208031188,9.68215787675418
12.9859581818101,208031190,9.68215787675418
12.9709973680493,215031404,9.70185935916979
